Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Military expenditure (current USD),MS.MIL.XPND.CD,Montenegro,MNE,..,..,75094861.8956486,79376663.8168915,67712201.3018217,64836243.0774909,67544018.0425184,56891427.3039814,61714551.6100205,65734886.3769336,83806050.3051119,..
Military expenditure (current USD),MS.MIL.XPND.CD,Morocco,MAR,1069720491.9962,859151483.21036,3160804832.03361,3342698955.60745,3402700835.84055,4065552316.93534,4048610929.36998,3268363375.66571,3327031889.64856,3461461531.38359,3696856944.7441,..
Military expenditure (current USD),MS.MIL.XPND.CD,Mozambique,MOZ,84598999.6652635,55361458.4427866,99189931.713982,118871183.035407,139100553.342967,157892114.36316,173752180.832911,119657390.697367,112203469.315619,128320232.402397,145206801.949917,..
Military expenditure (current USD),MS.MIL.XPND.CD,Myanmar,MMR,814025583.097738,9030564408.83695,..,..,2969236076.31588,2366989084.91061,2372895303.07433,2552370441.82802,2455784120.1322,2221961060.22858,2030465546.68451,..
Military expenditure (current USD),MS.MIL.XPND.CD,Namibia,NAM,..,92397796.4878102,396539101.406596,443591424.475254,412163503.642522,389958736.662434,537453813.336773,518231065.360875,425388449.607111,457882191.261849,451546508.809125,..
Military expenditure (current USD),MS.MIL.XPND.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Nepal,NPL,37929191.1253967,51358135.3085642,254950072.106677,284518851.062623,256686839.473598,281038425.693598,328115662.238927,323797729.640271,356495278.640587,404705219.538885,398521544.897916,..
Military expenditure (current USD),MS.MIL.XPND.CD,Netherlands,NLD,7420849635.78912,5971807628.52405,11220523280.0694,11647934608.0864,10364720786.7464,10226260324.8451,10332602877.9244,8667849617.38938,9115240931.64471,9580685498.2163,11242755804.209,..
Military expenditure (current USD),MS.MIL.XPND.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,New Zealand,NZL,1057749671.87686,858414919.473911,1930748002.27694,2080091008.91919,2094946041.41686,2134105838.06923,2274148858.5081,1943757736.36221,2093352062.45253,2328156653.09662,2262928311.88156,..
Military expenditure (current USD),MS.MIL.XPND.CD,Nicaragua,NIC,1142475979.61993,30825265.6806786,44272442.9210916,51453111.1339038,70132969.8004391,74532010.9372725,81391931.0910709,98932947.1510318,85073598.4439089,86725444.8392143,81593932.6938754,..
Military expenditure (current USD),MS.MIL.XPND.CD,Niger,NER,..,20084946.6835961,66889841.4422636,83947561.3839522,148865779.870604,106064286.292608,145600355.976255,..,166192292.328363,200183929.970367,229639906.143836,..
Military expenditure (current USD),MS.MIL.XPND.CD,Nigeria,NGA,277297783.483801,368644109.462423,1990099668.65827,2384936021.71384,2316478199.86159,2418760170.87063,2357665890.90083,2065557663.35091,1723204266.39515,1621218176.40317,2043051719.21673,..
Military expenditure (current USD),MS.MIL.XPND.CD,North Macedonia,MKD,..,69828947.9074835,130021469.106429,132461994.809047,119410402.524102,126506348.703425,124185105.67971,99983659.5643541,101492863.428436,111826544.173318,117383985.526288,..
Military expenditure (current USD),MS.MIL.XPND.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Norway,NOR,3394869435.47176,2922343509.99336,6498659038.37913,7232260585.48231,7143962183.06833,7391829787.23404,7334073604.06091,5815228174.60317,5997385047.52171,6465750412.31446,7067073380.84597,..
Military expenditure (current USD),MS.MIL.XPND.CD,Oman,OMN,1447919375.81274,1577243172.95189,3671391417.42523,5000715214.56437,9250650195.05852,8766319895.96879,8213524057.21717,7533550065.0195,7935955786.73602,6802665799.73992,6710013003.90117,..
Military expenditure (current USD),MS.MIL.XPND.CD,Pakistan,PAK,2810101624.33087,2973072721.91798,5974613176.07619,6954787511.26317,7478971082.02563,7645455529.42566,8654930761.62216,9483482373.08916,9973768058.78466,11461253916.5641,11375525626.0917,..
Military expenditure (current USD),MS.MIL.XPND.CD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Panama,PAN,73100000,0,0,0,0,0,0,0,0,0,0,..
Military expenditure (current USD),MS.MIL.XPND.CD,Papua New Guinea,PNG,68691099.4764398,33606981.6257872,46335624.3725384,64193136.1425914,110623185.275838,105100890.617551,112375527.649011,99840642.6789849,79051319.3098808,71907641.5612974,60592819.1437946,..
Military expenditure (current USD),MS.MIL.XPND.CD,Paraguay,PRY,112234255.698035,110248167.1987,204605254.822129,285106240.844392,320909756.560571,371215575.362154,398370979.27251,386538864.264704,343232340.562483,348179657.473011,386556389.586348,..
Military expenditure (current USD),MS.MIL.XPND.CD,Peru,PER,777066944.849536,912005730.659026,2178945723.33363,2355167833.84937,2857983382.19855,3305451871.31792,3217579346.40551,3312214570.18629,2536072334.8143,2665785313.29571,2708912280.26713,..
Military expenditure (current USD),MS.MIL.XPND.CD,Philippines,PHL,951481869.97388,1303077685.47914,2438189568.98405,2701492158.26159,2898685257.45463,3377027861.15129,3103128266.11886,3335552976.95966,4357991312.71901,3755351173.18435,3769741011.26795,..
Military expenditure (current USD),MS.MIL.XPND.CD,Poland,POL,1540736842.10526,3146106712.50118,8790170132.32514,9455422988.00142,8986838792.09222,9275711727.44588,10345153574.8722,10212785780.6075,9164190586.63773,9870680628.27225,11596155290.5944,..
Military expenditure (current USD),MS.MIL.XPND.CD,Portugal,PRT,1875087896.94259,2204256495.30127,4718924037.64014,4904393519.19428,4137254045.38645,4724102082.03049,4111548063.51924,3565420871.68681,3569059625.67905,3646515109.58121,4247842970.62191,..
Military expenditure (current USD),MS.MIL.XPND.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Qatar,QAT,790796703.296703,..,1876758241.75824,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Romania,ROU,1739025771.1048,935569610.340555,2086220460.05224,2379871482.4133,2102886223.40119,2452512981.08128,2691470287.45885,2580594158.27577,2644159836.08537,3622068491.8065,4608673549.83767,..
Military expenditure (current USD),MS.MIL.XPND.CD,Russian Federation,RUS,..,9228204143.73676,58720227608.7579,70237523951.4946,81469399931.2577,88352896463.5598,84696504653.4978,66418708183.9769,69245309460.9824,66527303992.4799,61387546980.4354,..
Military expenditure (current USD),MS.MIL.XPND.CD,Rwanda,RWA,95132735.4335092,61329857.1193956,74514417.2864531,75383928.5565552,79793910.0920567,82480715.5803265,90937755.7335649,103563214.70551,107278618.685189,115716812.449004,118959174.046815,..
Military expenditure (current USD),MS.MIL.XPND.CD,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Saudi Arabia,SAU,16355466666.6667,19964266666.6667,45244533333.3333,48530933333.3333,56497866666.6667,67020000000,80762400000,87185866666.6667,63672800000,70400000000,67554666666.6667,..
Military expenditure (current USD),MS.MIL.XPND.CD,Senegal,SEN,118215708.960021,62361652.6399766,195732892.906394,230190350.650397,196661489.010376,236737915.958222,239893611.642042,214827965.170344,304764264.245112,305441261.623352,346772974.607013,..
Military expenditure (current USD),MS.MIL.XPND.CD,Serbia,SRB,..,337080608.366223,872339631.719991,986958193.674369,853622633.230764,919809908.300835,913368512.844769,724151880.19089,710397717.130948,801700087.191948,904323391.453924,..
Military expenditure (current USD),MS.MIL.XPND.CD,Seychelles,SYC,14840075.699376,10325841.5560868,7157559.78720231,8712704.9511348,9924109.7489784,13766451.3239843,32597630.8150938,20616835.3810015,26718458.50436,22258545.4705701,22823282.5442653,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sierra Leone,SLE,12387253.5425168,23310804.3515668,25062278.6312024,25476183.9067774,29758934.0797967,31684939.4114253,48810630.7877162,39226514.2658403,37414732.169548,39577826.0041243,29622478.0996257,..
Military expenditure (current USD),MS.MIL.XPND.CD,Singapore,SGP,1801901209.91101,4330726931.01928,8108851420.23161,8922267805.18056,9171948018.69278,9345680492.28802,9596602344.02747,9383830669.35792,9873331564.27443,10195721998.8965,10841000268.9878,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Slovak Republic,SVK,..,342322768.946855,1137680535.59722,1064842810.57336,1020180034.79405,967923107.869653,997703821.802668,985915492.957747,1003048083.68943,1049074346.91029,1280643980.97329,..
Military expenditure (current USD),MS.MIL.XPND.CD,Slovenia,SVN,..,222391556.805474,772085107.510148,665679671.372271,543496416.521263,506742932.103314,486194870.396018,400771875.346568,449177539.095701,473796757.208807,529496122.658546,..
Military expenditure (current USD),MS.MIL.XPND.CD,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Somalia,SOM,..,..,..,..,..,26050000,60258000,46614000,47706000,60406000,61556000,..
Military expenditure (current USD),MS.MIL.XPND.CD,South Africa,ZAF,4364458203.85573,1891725013.43693,4188168092.20321,4594154077.94655,4489590095.94432,4118208483.42734,3892469155.14112,3488867947.83997,3169756001.32259,3638936587.91403,3639879164.98451,..
Military expenditure (current USD),MS.MIL.XPND.CD,South Sudan,SSD,..,..,650910667.82307,1052721970.36864,988225988.700565,981983050.847458,1301525423.72881,1151920376.75944,135338143.589744,72388104.5738804,59353054.2969228,..
Military expenditure (current USD),MS.MIL.XPND.CD,Spain,ESP,11695038644.5437,10273779251.8887,19710785449.8738,19695435494.297,18860623363.4077,17242959322.0024,17178549314.7619,15188853149.9556,14014439635.1839,16043533257.4617,18248291491.0945,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sri Lanka,LKA,187023405.694545,822127365.590071,1532026109.10635,1751910640.79953,1474902627.68117,1600841410.40839,1914586604.3733,2057866406.9716,1741456649.97426,1866534438.99382,1681433577.38686,..
Military expenditure (current USD),MS.MIL.XPND.CD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sudan,SDN,1177777777.77778,587267572.329197,..,..,..,..,..,2279621639.5619,2748511976.24707,4382998816.69717,1047878719.98741,..
Military expenditure (current USD),MS.MIL.XPND.CD,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sweden,SWE,6169504239.88687,4789440136.90975,5885935800.38626,6324747364.3036,6243671605.39748,6528737467.32024,6555518063.89502,5387123174.45396,5427549191.34014,5526592999.00266,5755367603.12326,..
Military expenditure (current USD),MS.MIL.XPND.CD,Switzerland,CHE,4056408189.12148,2800146846.35608,4115407849.19121,4973863848.78193,4592165377.67521,5032883664.3277,4612776714.75554,4521076909.31875,4571348246.67311,4628401508.54477,4795847181.19875,..
Military expenditure (current USD),MS.MIL.XPND.CD,Syrian Arab Republic,SYR,1641781737.19376,897044908.654196,2346021283.01237,2494887483.1484,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Tajikistan,TJK,..,10353281.1559302,53756933.7081551,71342116.7937044,76260471.8313278,..,104280653.97304,95763184.8803853,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Tanzania,TZA,87154458.2068739,135055952.644211,282725098.810022,307473984.174236,359739418.825016,443379945.514983,507287182.587666,517075761.799188,544218297.944157,611215551.929013,675475234.075221,..
Military expenditure (current USD),MS.MIL.XPND.CD,Thailand,THA,2214017705.34092,1881009453.57725,4962419956.00539,5512983861.1819,5491915220.81131,5901296947.21083,5729784358.27807,5724812311.08837,5876294938.44837,6305880241.42222,6829203403.39174,..
Military expenditure (current USD),MS.MIL.XPND.CD,Timor-Leste,TLS,..,..,26389000,20530000,33388000,31683000,29624000,36959000,26217000,25442000,20610000,..
Military expenditure (current USD),MS.MIL.XPND.CD,Togo,TGO,50748351.7896167,..,56832843.0353116,59018874.0023651,62931049.6800365,72419237.3087199,83080003.6406662,69977174.7400457,82019690.4123156,88414114.9221704,104378994.645016,..
Military expenditure (current USD),MS.MIL.XPND.CD,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Trinidad and Tobago,TTO,..,..,143063064.758741,146080695.23973,168762442.453652,211176025.939717,188885941.685949,202106905.459739,216276660.00375,202766994.252209,169332467.798996,..
Military expenditure (current USD),MS.MIL.XPND.CD,Tunisia,TUN,247855881.539234,332389762.745499,571189045.689535,715239597.096137,681225950.611119,759358881.242845,908357287.592479,979494041.929523,987734705.2158,858949581.256569,844227367.128514,..
Military expenditure (current USD),MS.MIL.XPND.CD,Turkey,TUR,5315413395.48577,9993730196.93899,17939370512.4443,17304881560.9775,17958240405.6362,18662574077.9083,17772167745.0664,15880927523.899,17853980850.4439,17824007487.0294,18967113030.7979,..
Military expenditure (current USD),MS.MIL.XPND.CD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Uganda,UGA,107006214.22159,141303025.880522,608685868.586859,607135070.855218,351838247.037404,300075573.371887,325662841.998777,306140404.554487,318551679.284802,346762883.760461,408367566.71345,..
Military expenditure (current USD),MS.MIL.XPND.CD,Ukraine,UKR,..,1136716646.17121,3729503858.54197,3684691423.7232,4136888486.21517,4386463155.26085,4033331370.3551,3616896001.21468,3423286810.50984,3647565177.64414,4750219043.99628,..
Military expenditure (current USD),MS.MIL.XPND.CD,United Arab Emirates,ARE,..,5875833900.61266,17504697072.8387,19181756296.8005,19024098025.8679,23561061946.9027,22755071477.1954,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,United Kingdom,GBR,38943795645.0636,35254814799.1243,58082848794.5375,60270435686.808,58495656720.591,56861759588.2819,59182858554.2566,53862185493.2918,48118943518.1008,46433303401.2281,49997192520.5639,..
Military expenditure (current USD),MS.MIL.XPND.CD,United States,USA,306170000000,301697000000,698180000000,711338000000,684780000000,639704000000,609914000000,596104639000,600106443000,605802927000,648798273000,..
Military expenditure (current USD),MS.MIL.XPND.CD,Uruguay,URY,328351062.010466,555968792.356772,755659469.672421,824833542.16069,924640335.588313,1045084368.40872,1034500559.236,969906845.518716,988223629.628739,1165710348.53799,1168130813.73561,..
Military expenditure (current USD),MS.MIL.XPND.CD,Uzbekistan,UZB,..,115375384.615385,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,"Venezuela, RB",VEN,737870454.68601,1788322080.33625,3991194834.74435,3577531587.43851,5114847099.99301,6199698500.15542,1554727108.23932,320539157.963524,218154892.929075,464821762.582874,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Vietnam,VNM,511970136.360832,..,2672286425.00631,2686520590.1569,3360860380.25735,3727249276.27619,4255721581.237,4562632500.69131,5017401787.37234,5073853533.65223,5500000000,..
Military expenditure (current USD),MS.MIL.XPND.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,"Yemen, Rep.",YEM,807070715.481137,473664032.451552,1448153376.74758,1612254443.40505,1618840126.70806,1648750523.52366,1714830843.68747,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Zambia,ZMB,139324047.264528,..,280187778.551387,309113764.151856,346301423.09,381345802.082696,443604396.033038,372447569.820527,299504759.876729,339664531.368041,378025430.958942,..
Military expenditure (current USD),MS.MIL.XPND.CD,Zimbabwe,ZWE,416300000,346300000,98293000,198438000,318272000,356700000,368100000,376677000,358065000,340522000,420364000,..
Military expenditure (current USD),MS.MIL.XPND.CD,Arab World,ARB,36512289679.011,40740633349.2575,97976367583.5363,107921688720.066,121983945405.818,142683931798.678,155220780702.296,137950376691.89,111883336631.18,119043731484.832,112512290717.961,..
Military expenditure (current USD),MS.MIL.XPND.CD,Caribbean small states,CSS,..,..,305046766.21831,327552252.609306,355159679.723903,392549709.739549,369393544.537287,392126504.311583,427200740.146199,429494239.146421,459997692.69731,..
Military expenditure (current USD),MS.MIL.XPND.CD,Central Europe and the Baltics,CEB,4921672408.04519,7819364628.22309,19462448030.652,20478373563.989,18980363982.5983,19606008302.6336,20730298879.0366,19724301713.2574,19501560114.3559,22023783013.9267,26681204886.4986,..
Military expenditure (current USD),MS.MIL.XPND.CD,Early-demographic dividend,EAR,81824560178.7389,99185359861.3539,194059561878.793,211183726326.935,228092174194.559,243494089588.74,255186761443.311,255184615201.854,235181082790.657,254278953903.276,252656094879.843,..
Military expenditure (current USD),MS.MIL.XPND.CD,East Asia & Pacific,EAS,74851232872.6885,118810301202.193,260234521101.967,299609732420.97,324058765713.323,339133871233.122,361071638896.815,367323079155.521,377693155656.367,393148450183.744,420366181123.069,..
Military expenditure (current USD),MS.MIL.XPND.CD,East Asia & Pacific (excluding high income),EAP,17443884153.9623,37991772473.2724,134663531752.855,159842646500.798,183703912500.191,209117269955.273,228653384061.699,243045714801.461,245919918370.552,257549062026.856,279802223817.985,..
Military expenditure (current USD),MS.MIL.XPND.CD,East Asia & Pacific (IDA & IBRD countries),TEA,17443884153.9623,37991772473.2724,134663531752.855,159842646500.798,183703912500.191,209117269955.273,228653384061.699,243045714801.461,245919918370.552,257549062026.856,279802223817.985,..
Military expenditure (current USD),MS.MIL.XPND.CD,Euro area,EMU,139709200696.618,113514637231.047,200964864031.922,207809172625.277,192308439277.204,193292506813.707,191658161042.105,164099409876.139,170857774012.636,182850778561.88,198437051986.44,..
Military expenditure (current USD),MS.MIL.XPND.CD,Europe & Central Asia,ECS,..,190072328214.226,383282525364.072,408356814826.21,401902057951.983,411145437041.176,407262302746.024,347955486789.294,350919486217.644,362045625323.679,384547280027.087,..
Military expenditure (current USD),MS.MIL.XPND.CD,Europe & Central Asia (excluding high income),ECA,..,22744755312.302,89635276519.0941,102775367594.553,115260579660.325,124213361839.015,119434103469.487,97079517784.3728,99303623794.8083,98245283621.8536,97497803031.086,..
Military expenditure (current USD),MS.MIL.XPND.CD,Europe & Central Asia (IDA & IBRD countries),TEC,..,26550637058.1157,99441323304.972,113337254624.532,125202738616.033,134446026210.513,130685882950.775,108045848512.695,109169820087.375,108900265013.265,109983481687.022,..
Military expenditure (current USD),MS.MIL.XPND.CD,European Union,EUU,192394062463.094,162917349308.82,286071598901.352,296640119159.768,277865688282.233,277913248174.038,279465051075.724,243832902565.984,244506368345.363,257216681177.827,280960105640.602,..
Military expenditure (current USD),MS.MIL.XPND.CD,Fragile and conflict affected situations,FCS,5628613276.76009,13949146351.2018,12076704778.3967,13350410039.1925,16449796972.5689,21901821910.7849,21814358199.6137,20556954652.6715,17139676571.0407,19451864578.8755,15352665891.5045,..
Military expenditure (current USD),MS.MIL.XPND.CD,Heavily indebted poor countries (HIPC),HPC,4757702034.012,2824352742.42447,5201216706.53359,5455659990.17759,5521179380.66186,6953091870.4892,7576601059.59168,8755786302.19674,9948137357.1062,11747528681.7271,9009353603.90884,..
Military expenditure (current USD),MS.MIL.XPND.CD,High income,HIC,608922276482.771,600718819406.101,1230653319659.41,1280286178417.92,1246311217532.49,1205734866889.87,1191953793645.8,1113936817204.72,1101710068125.31,1134452642125.97,1203937145058.72,..
Military expenditure (current USD),MS.MIL.XPND.CD,IBRD only,IBD,81709930609.2059,117177152950.621,393516326091.343,446695843928.94,484588638309.55,526555216989.591,539316410130.86,514532613499.155,515831519365.109,545758566048.55,567071346605.799,..
Military expenditure (current USD),MS.MIL.XPND.CD,IDA & IBRD total,IBT,93938160188.2123,135279942324.458,414027858627.929,469922161481.405,509088671306.307,552368695506.835,567482511712.141,543270492744.359,545278055591.035,578624443958.619,597830424480.877,..
Military expenditure (current USD),MS.MIL.XPND.CD,IDA blend,IDB,4029966723.45939,4193815244.38625,9462065394.15998,10797708537.3872,11658703265.2289,12376257007.1628,13636959928.1975,13436097590.3023,14161500780.7862,15484267603.9977,15928906418.0987,..
Military expenditure (current USD),MS.MIL.XPND.CD,IDA only,IDX,8198262855.54701,13908974129.451,11049467142.4265,12428609015.0777,12841329731.5286,13437221510.0818,14529141653.0843,15301781654.9026,15285035445.1398,17381610306.0702,14830171456.9791,..
Military expenditure (current USD),MS.MIL.XPND.CD,IDA total,IDA,12228229579.0064,18102789373.8373,20511532536.5865,23226317552.4649,24500032996.7575,25813478517.2445,28166101581.2818,28737879245.2049,29446536225.9259,32865877910.0679,30759077875.0777,..
Military expenditure (current USD),MS.MIL.XPND.CD,Late-demographic dividend,LTE,42954504524.2106,72454981730.9303,290585270624.715,335380424508.633,368812880976.903,405385233728.305,422478126920.543,380213270634.858,382654846598.668,400108910127.311,422332287728.984,..
Military expenditure (current USD),MS.MIL.XPND.CD,Latin America & Caribbean,LCN,18506705837.5249,27532548546.1751,69582884748.8284,74792568029.5444,76618759857.0373,79857824788.529,74676451839.4497,61683936828.8752,57394922539.2468,65699744992.0599,64183844797.5349,..
Military expenditure (current USD),MS.MIL.XPND.CD,Latin America & Caribbean (excluding high income),LAC,17073779191.4762,24873119144.1298,63790081089.2994,68134901722.5425,70059255296.9775,73071684913.5709,68350285982.7661,55881150304.175,51394411287.5248,58961249514.399,57275656953.3346,..
Military expenditure (current USD),MS.MIL.XPND.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,18506705837.5249,27532548546.1751,69488607215.7887,74698823536.1523,76491887610.3413,79738441528.6171,74550813072.9299,61565566784.8223,57271266151.5816,65577192073.0533,64183844797.5349,..
Military expenditure (current USD),MS.MIL.XPND.CD,Least developed countries: UN classification,LDC,6922861757.56624,13412647197.3219,11305349562.7952,12509127535.3452,15731297506.8584,18302443939.9887,19906143977.2295,17422462570.1862,16643525772.7764,19055527698.9984,15271776784.9681,..
Military expenditure (current USD),MS.MIL.XPND.CD,Low & middle income,LMY,90949656624.359,128804305335.043,398516128155.775,452787639932.866,492703955927.487,535455508068.967,549997607509.875,526599128700.009,529508285975.907,561331261463.082,578413734698.197,..
Military expenditure (current USD),MS.MIL.XPND.CD,Low income,LIC,4066569140.17529,3126229876.28031,7823522817.33685,8805148285.27033,5860738118.85543,6688642867.30906,7256044739.74183,5136273176.82973,4245294989.99192,4462964171.30294,4816432269.705,..
Military expenditure (current USD),MS.MIL.XPND.CD,Lower middle income,LMC,27386541647.7542,37499733439.5693,84432259345.919,91713851372.2689,96248712722.3862,102424711262.574,107831759159.442,108140815927.882,114341076378.966,124527091065.648,124346311554.92,..
Military expenditure (current USD),MS.MIL.XPND.CD,Middle East & North Africa,MEA,59165538527.0657,57875656700.1841,126201667591.367,138598459669.02,153952626651.717,171884350714.576,183459128029.26,163101208197.771,136058498864.376,144033598149.01,140454066992.968,..
Military expenditure (current USD),MS.MIL.XPND.CD,Middle East & North Africa (excluding high income),MNA,23973651072.6335,17969079399.2528,38062236170.397,43058914278.6069,46439276404.7989,48117797840.9382,45878272261.0654,44183408606.8569,41653978701.0182,42887738359.7635,41480239074.0565,..
Military expenditure (current USD),MS.MIL.XPND.CD,Middle East & North Africa (IDA & IBRD countries),TMN,23973651072.6335,17969079399.2528,38062236170.397,43058914278.6069,46439276404.7989,48117797840.9382,45878272261.0654,44183408606.8569,41653978701.0182,42887738359.7635,41480239074.0565,..
Military expenditure (current USD),MS.MIL.XPND.CD,Middle income,MIC,86883087484.1836,125678075458.763,390692605338.438,443982491647.596,486843217808.631,528766865201.658,542741562770.132,521462855523.179,525262990985.915,556868297291.78,573597302428.492,..
Military expenditure (current USD),MS.MIL.XPND.CD,North America,NAC,317584631846.894,309996385230.724,717495688825.037,732731720863.722,705232107110.974,658219731209.944,627767720278.456,614042280894.741,617889218543.074,627146298454.876,670418871711.983,..
Military expenditure (current USD),MS.MIL.XPND.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,OECD members,OED,576186779642.946,568654055250.77,1160964495081.94,1202964412718.53,1156748801581.44,1103454225020.41,1076847075767.1,1013723666513.03,1023794166342.27,1048939012898.27,1121911771844.08,..
Military expenditure (current USD),MS.MIL.XPND.CD,Other small states,OSS,..,1476880364.90139,5314373065.06171,3764836894.07204,3828862887.54831,3965664122.6128,4512570499.68966,4074979973.36399,4184199983.6488,..,4366787606.42418,..
Military expenditure (current USD),MS.MIL.XPND.CD,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Post-demographic dividend,PST,561619825380.994,546138812529.094,1120722884407.5,1160311758587.03,1115184337789.12,1058832746285.7,1030235116040.96,971032210454.055,983959708140.209,1007824639933.25,1078058822569.47,..
Military expenditure (current USD),MS.MIL.XPND.CD,Pre-demographic dividend,PRE,4771894025.3061,2943330107.3567,14670807167.0785,16148704930.0075,16385564269.885,23465402717.9665,24195384348.0355,24252553279.8218,19707109971.1754,23034160649.8045,18526652902.7568,..
Military expenditure (current USD),MS.MIL.XPND.CD,Small states,SST,..,1572187909.03564,5669828784.99448,4153174674.14916,4243244083.67825,4416322109.25186,4928043467.75729,4509524486.12228,..,..,4875197473.81156,..
Military expenditure (current USD),MS.MIL.XPND.CD,South Asia,SAS,13945113110.1629,18874870623.5258,55774806952.2755,60752379602.2996,58489489059.1387,59196047344.9339,64435959968.2299,66175430519.4311,72134959696.8022,82077343948.6365,84058551331.1915,..
Military expenditure (current USD),MS.MIL.XPND.CD,South Asia (IDA & IBRD),TSA,13945113110.1629,18874870623.5258,55774806952.2755,60752379602.2996,58489489059.1387,59196047344.9339,64435959968.2299,66175430519.4311,72134959696.8022,82077343948.6365,84058551331.1915,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sub-Saharan Africa,SSF,10679109457.2876,6361034224.11621,16597353231.6405,18232142939.0162,18761367115.8045,21753112626.5602,23278199397.4421,20254523519.0932,19128112583.7062,21632842537.0443,18322083773.0874,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sub-Saharan Africa (excluding high income),SSA,10664269381.5882,6350708382.56012,16590195671.8533,18223430234.0651,18751443006.0555,21739346175.2362,23245601766.6271,20233906683.7122,19101394125.2019,21610583991.5737,18299260490.5432,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,10679109457.2876,6361034224.1162,16597353231.6405,18232142939.0163,18761367115.8045,21753112626.5602,23278199397.4421,20254523519.0932,19128112583.7062,21632842537.0443,18322083773.0874,..
